sol,instance,strategy,seed,feasible,worst_bound,worst_int,worst_row_rel,obj_recomputed,obj_reported,obj_rel_err,unknown_vars
load_balancing_9903__A:rules__s1.json.gz,load_balancing_9903.mps.gz,A:rules,1,True,5.551115123125783e-17,0.0,2.7852706885110504e-14,681.0,681.0,0.0,0
load_balancing_9904__A:bandit__s0.json.gz,load_balancing_9904.mps.gz,A:bandit,0,True,3.747002708109903e-16,1.887379141862766e-15,1.2820356963130257e-13,716.0,716.0,0.0,0
load_balancing_9904__A:bandit__s1.json.gz,load_balancing_9904.mps.gz,A:bandit,1,True,1.1102230246251565e-15,0.0,2.1418257456303534e-15,711.0,711.0,0.0,0
load_balancing_9904__A:default__s0.json.gz,load_balancing_9904.mps.gz,A:default,0,True,3.747002708109903e-16,1.887379141862766e-15,1.2820356963130257e-13,716.0,716.0,0.0,0
load_balancing_9904__A:default__s1.json.gz,load_balancing_9904.mps.gz,A:default,1,True,1.1102230246251565e-15,0.0,2.1418257456303534e-15,711.0,711.0,0.0,0
load_balancing_9904__A:rules__s0.json.gz,load_balancing_9904.mps.gz,A:rules,0,True,3.747002708109903e-16,1.887379141862766e-15,1.2820356963130257e-13,716.0,716.0,0.0,0
load_balancing_9904__A:rules__s1.json.gz,load_balancing_9904.mps.gz,A:rules,1,True,1.1102230246251565e-15,0.0,2.1418257456303534e-15,711.0,711.0,0.0,0
load_balancing_9905__A:bandit__s0.json.gz,load_balancing_9905.mps.gz,A:bandit,0,True,4.996003610813204e-16,3.9968028886505635e-14,2.27137855873756e-14,677.0,677.0,0.0,0
load_balancing_9905__A:bandit__s1.json.gz,load_balancing_9905.mps.gz,A:bandit,1,True,7.216449660063518e-16,0.0,9.554226164280926e-14,675.0,675.0,0.0,0
load_balancing_9905__A:default__s0.json.gz,load_balancing_9905.mps.gz,A:default,0,True,4.996003610813204e-16,3.9968028886505635e-14,2.27137855873756e-14,677.0,677.0,0.0,0
load_balancing_9905__A:default__s1.json.gz,load_balancing_9905.mps.gz,A:default,1,True,7.216449660063518e-16,0.0,9.554226164280926e-14,675.0,675.0,0.0,0
load_balancing_9905__A:rules__s0.json.gz,load_balancing_9905.mps.gz,A:rules,0,True,4.996003610813204e-16,3.9968028886505635e-14,2.27137855873756e-14,677.0,677.0,0.0,0
load_balancing_9905__A:rules__s1.json.gz,load_balancing_9905.mps.gz,A:rules,1,True,7.216449660063518e-16,0.0,9.554226164280926e-14,675.0,675.0,0.0,0
load_balancing_9906__A:bandit__s0.json.gz,load_balancing_9906.mps.gz,A:bandit,0,True,1.0547118733938987e-15,0.0,2.0883818573226082e-14,637.0,637.0,0.0,0
load_balancing_9906__A:bandit__s1.json.gz,load_balancing_9906.mps.gz,A:bandit,1,True,1.4210854715202004e-14,1.1102230246251565e-15,1.3211653993039363e-14,637.0,637.0,0.0,0
load_balancing_9906__A:default__s0.json.gz,load_balancing_9906.mps.gz,A:default,0,True,1.3322676295501878e-15,2.220446049250313e-16,2.8199664825478976e-14,636.0,636.0,0.0,0
load_balancing_9906__A:default__s1.json.gz,load_balancing_9906.mps.gz,A:default,1,True,1.4210854715202004e-14,1.1102230246251565e-15,1.3211653993039363e-14,637.0,637.0,0.0,0
load_balancing_9906__A:rules__s0.json.gz,load_balancing_9906.mps.gz,A:rules,0,True,1.3322676295501878e-15,2.220446049250313e-16,2.8199664825478976e-14,636.0,636.0,0.0,0
load_balancing_9906__A:rules__s1.json.gz,load_balancing_9906.mps.gz,A:rules,1,True,1.4210854715202004e-14,1.1102230246251565e-15,1.3211653993039363e-14,637.0,637.0,0.0,0
load_balancing_9907__A:bandit__s0.json.gz,load_balancing_9907.mps.gz,A:bandit,0,True,2.7755575615628914e-16,6.439293542825908e-15,6.617388223668488e-14,667.0,667.0,0.0,0
load_balancing_9907__A:bandit__s1.json.gz,load_balancing_9907.mps.gz,A:bandit,1,True,1.1102230246251565e-15,2.6645352591003757e-15,2.7726637070810318e-14,669.0,669.0,0.0,0
load_balancing_9907__A:default__s0.json.gz,load_balancing_9907.mps.gz,A:default,0,True,2.7755575615628914e-16,6.439293542825908e-15,6.617388223668488e-14,667.0,667.0,0.0,0
load_balancing_9907__A:default__s1.json.gz,load_balancing_9907.mps.gz,A:default,1,True,1.1102230246251565e-15,2.6645352591003757e-15,2.7726637070810318e-14,669.0,669.0,0.0,0
load_balancing_9907__A:rules__s0.json.gz,load_balancing_9907.mps.gz,A:rules,0,True,2.7755575615628914e-16,6.439293542825908e-15,6.617388223668488e-14,667.0,667.0,0.0,0
load_balancing_9907__A:rules__s1.json.gz,load_balancing_9907.mps.gz,A:rules,1,True,1.1102230246251565e-15,2.6645352591003757e-15,2.7726637070810318e-14,669.0,669.0,0.0,0
load_balancing_9908__A:bandit__s0.json.gz,load_balancing_9908.mps.gz,A:bandit,0,True,1.3810114638893951e-16,0.0,1.930859552803479e-14,685.0,685.0,0.0,0
load_balancing_9908__A:bandit__s1.json.gz,load_balancing_9908.mps.gz,A:bandit,1,True,2.220446049250313e-16,0.0,1.940935126250716e-13,684.0,684.0,0.0,0
load_balancing_9908__A:default__s0.json.gz,load_balancing_9908.mps.gz,A:default,0,True,1.3810114638893951e-16,0.0,1.930859552803479e-14,685.0,685.0,0.0,0
load_balancing_9908__A:default__s1.json.gz,load_balancing_9908.mps.gz,A:default,1,True,1.4432899320127035e-15,0.0,1.0726372076629311e-13,685.0,685.0,0.0,0
load_balancing_9908__A:rules__s0.json.gz,load_balancing_9908.mps.gz,A:rules,0,True,1.3810114638893951e-16,0.0,1.930859552803479e-14,685.0,685.0,0.0,0
